,cand_id,cand_name,cand_pty_affliation,result,degreecentrality
358,H0VA011852012,"PARKER, G. GAIL                                                                                                                                                                                         ",OTH,0,
359,H0VA020842014,"RIGELL, EDWARD SCOTT MR.                                                                                                                                                                                ",REP,1,0.0009506649677470734
360,H0VA020842012,"RIGELL, EDWARD SCOTT MR.                                                                                                                                                                                ",REP,1,0.0015827825117464365
361,H0VA050952014,"HURT, ROBERT                                                                                                                                                                                            ",REP,1,0.0008461415943298559
362,H0VA050952012,"HURT, ROBERT                                                                                                                                                                                            ",REP,1,0.0019759894879350162
363,H0VA070422014,"CANTOR, ERIC                                                                                                                                                                                            ",REP,1,0.002807199171776698
364,H0VA070422012,"CANTOR, ERIC IVAN                                                                                                                                                                                       ",REP,1,0.0025583339969737994
365,H0VA080402014,"MORAN, JAMES P. JR.                                                                                                                                                                                     ",DEM,1,0.00013438719439356534
366,H0VA080402012,"MORAN, JAMES P JR                                                                                                                                                                                       ",DEM,1,0.0005375487775742614
367,H0VA081492012,"MURRAY, J PATRICK                                                                                                                                                                                       ",REP,0,0.0005972764195269571
368,H0VA090552014,"GRIFFITH, H MORGAN                                                                                                                                                                                      ",REP,1,0.0003135701202516525
369,H0VA090552012,"GRIFFITH, H MORGAN                                                                                                                                                                                      ",REP,1,0.0009158238432746676
370,H0VA091132014,"CARR, WILLIAM R.                                                                                                                                                                                        ",IND,0,
371,H0VA101452014,"REDPATH, WILLIAM B                                                                                                                                                                                      ",LIB,0,3.4841124472405826e-05
372,H0VA101452010,"REDPATH, WILLIAM                                                                                                                                                                                        ",LIB,0,
373,H0WA020802014,"LARSEN, RICK                                                                                                                                                                                            ",DEM,1,0.0003135701202516525
374,H0WA020802012,"LARSEN, RICK                                                                                                                                                                                            ",DEM,1,0.0003683204587082902
375,H0WA020982012,"KOSTER, JOHN                                                                                                                                                                                            ",REP,0,
376,H0WA031612014,"HECK, DENNIS                                                                                                                                                                                            ",DEM,1,0.0007963685593692761
377,H0WA031612012,"HECK, DENNIS                                                                                                                                                                                            ",DEM,1,0.0012741896949908418
378,H0WA080462014,"DELBENE, SUZAN K                                                                                                                                                                                        ",DEM,1,0.0010999840726288127
379,H0WA080462012,"DELBENE, SUZAN K                                                                                                                                                                                        ",DEM,1,0.0019809667914310746
380,H0WA090442012,"MURI, RICHARD W                                                                                                                                                                                         ",REP,0,0.00017918292585808712
381,H0WI020602012,"LEE, CHAD                                                                                                                                                                                               ",REP,0,8.959146292904356e-05
382,H0WI040902014,"SEBRING, DANIEL P                                                                                                                                                                                       ",REP,0,9.954606992115953e-06
383,H0WI040902012,"SEBRING, DANIEL P                                                                                                                                                                                       ",REP,0,1.9909213984231906e-05
384,H0WI060612014,"PETRI, THOMAS                                                                                                                                                                                           ",REP,1,
385,H0WI060612012,"PETRI, THOMAS                                                                                                                                                                                           ",REP,1,0.00010950067691327546
386,H0WI061522012,"KALLAS, JOSEPH C.                                                                                                                                                                                       ",DEM,0,9.954606992115953e-06
387,H0WI070512014,"DUFFY, SEAN                                                                                                                                                                                             ",REP,1,0.0011298478936051606
388,H0WI070512012,"DUFFY, SEAN                                                                                                                                                                                             ",REP,1,0.00122939396352632
389,H0WI080752014,"RIBBLE, REID J. REP.                                                                                                                                                                                    ",REP,1,0.000403161583180696
390,H0WI080752012,"RIBBLE, REID                                                                                                                                                                                            ",REP,1,0.0011298478936051606
391,H0WV010722014,"MCKINLEY, DAVID B. MR.                                                                                                                                                                                  ",REP,1,0.0011597117145815087
392,H0WV010722012,"MCKINLEY, DAVID B.                                                                                                                                                                                      ",REP,1,0.001403599585888349
393,H0WV021382014,"CAPITO, SHELLEY MOORE MS.                                                                                                                                                                               ",REP,1,
394,H0WV021382012,"CAPITO, SHELLEY MOORE MS.                                                                                                                                                                               ",REP,1,0.0015778052082503786
395,H2AK001192012,"CISSNA, SHARON MARIE                                                                                                                                                                                    ",DEM,0,
396,H2AK001432014,"MCDERMOTT, JIM C                                                                                                                                                                                        ",LIB,0,
397,H2AK001432012,"MCDERMOTT, JIM C                                                                                                                                                                                        ",LIB,0,
398,H2AL010772014,"BONNER, JOSIAH ROBINS JR.                                                                                                                                                                               ",REP,1,4.977303496057977e-06
399,H2AL010772012,"BONNER, JOSIAH ROBIAS                                                                                                                                                                                   ",REP,1,0.0005723899020466673
400,H2AL021412012,"FORD, THERESE                                                                                                                                                                                           ",DEM,0,
401,H2AL030322014,"ROGERS, MICHAEL                                                                                                                                                                                         ",REP,1,0.0005922991160308991
402,H2AL030322012,"ROGERS, MICHAEL DENNIS                                                                                                                                                                                  ",REP,1,0.0007814366488811022
403,H2AL030992012,"HARRIS, JOHN ANDREW                                                                                                                                                                                     ",DEM,0,
404,H2AL040552012,"BOMAN, DANIEL HEATH                                                                                                                                                                                     ",DEM,0,
405,H2AL050942012,"HOLLEY, CHARLIE LEE                                                                                                                                                                                     ",DEM,0,5.475033845663773e-05
406,H2AL060352014,"BACHUS, SPENCER REP.                                                                                                                                                                                    ",REP,1,
407,H2AL060352012,"BACHUS, SPENCER T III                                                                                                                                                                                   ",REP,1,0.0008013458628653339
408,H2AL061422012,"BAILEY, PENNY HUGGINS                                                                                                                                                                                   ",DEM,0,8.46141594329856e-05
409,H2AR010712012,"ELLINGTON, SCOTT A                                                                                                                                                                                      ",DEM,0,0.0008511188978259139
410,H2AR010892012,"PAXTON, JESSICA                                                                                                                                                                                         ",LIB,0,
411,H2AR020532012,"RULE, HERB C. III                                                                                                                                                                                       ",DEM,0,0.0003683204587082902
412,H2AR020792012,"WARD, BARBARA                                                                                                                                                                                           ",GRE,0,
413,H2AR032592012,"KENNEDY, REBEKAH                                                                                                                                                                                        ",GRE,0,
414,H2AR040832014,"COTTON, THOMAS                                                                                                                                                                                          ",REP,1,0.014518794298001115
415,H2AR040832012,"COTTON, THOMAS                                                                                                                                                                                          ",REP,1,0.0026280162459186114
416,H2AR041092012,"JEFFRESS, GENE                                                                                                                                                                                          ",DEM,0,6.968224894481167e-05
417,H2AR041412012,"TULLIS, BOBBY                                                                                                                                                                                           ",LIB,0,
418,H2AZ013212012,"ALLEN, KIM LEE                                                                                                                                                                                          ",LIB,0,
419,H2AZ020552014,"PASTOR, ED L                                                                                                                                                                                            ",DEM,1,
420,H2AZ020552012,"PASTOR, ED L                                                                                                                                                                                            ",DEM,1,8.46141594329856e-05
421,H2AZ031452012,"GUERRA, BLANCA A                                                                                                                                                                                        ",LIB,0,4.977303496057977e-06
422,H2AZ041432014,"WEISSER, MIKEL                                                                                                                                                                                          ",DEM,0,1.9909213984231906e-05
423,H2AZ041432012,"WEISSER, MIKEL L                                                                                                                                                                                        ",DEM,0,
424,H2AZ041502014,"ROBINSON, JOHNNIE ELBERT                                                                                                                                                                                ",DEM,0,
425,H2AZ041502012,"ROBINSON, JOHNNIE ELBERT                                                                                                                                                                                ",DEM,0,
426,H2AZ041762012,"PAMELIA, JOE                                                                                                                                                                                            ",LIB,0,
427,H2AZ051322014,"WILLIAMSON, W JOHN                                                                                                                                                                                      ",DEM,0,4.977303496057977e-06
428,H2AZ051322012,"WILLIAMSON, W JOHN                                                                                                                                                                                      ",DEM,0,
429,H2AZ051402012,"MORGAN, SPENCER COLLINS                                                                                                                                                                                 ",DEM,0,
430,H2AZ061712012,"JETTE, MATTHEW T                                                                                                                                                                                        ",DEM,0,9.954606992115953e-06
431,H2AZ061892012,"ANDERSON, JACK                                                                                                                                                                                          ",LIB,0,
432,H2AZ070702014,"GRIJALVA, RAUL M                                                                                                                                                                                        ",DEM,1,0.00017420562236202916
433,H2AZ070702012,"GRIJALVA, RAUL M                                                                                                                                                                                        ",DEM,1,0.0002289559608186669
434,H2AZ080942014,"BARBER, RONALD                                                                                                                                                                                          ",DEM,1,0.0017121924026439438
435,H2AZ080942012,"BARBER, RONALD                                                                                                                                                                                          ",DEM,1,0.0013836903719041172
436,H2AZ080942014,"BARBER, RONALD                                                                                                                                                                                          ",DEM,0,0.0017121924026439438
437,H2AZ080942012,"BARBER, RONALD                                                                                                                                                                                          ",DEM,0,0.0013836903719041172
438,H2AZ081022014,"MCSALLY, MARTHA E MS.                                                                                                                                                                                   ",REP,0,0.0030859281675559447
439,H2AZ081022012,"MCSALLY, MARTHA E                                                                                                                                                                                       ",REP,0,0.0009655968782352473
440,H2AZ081022014,"MCSALLY, MARTHA E MS.                                                                                                                                                                                   ",REP,1,0.0030859281675559447
441,H2AZ081022012,"MCSALLY, MARTHA E                                                                                                                                                                                       ",REP,1,0.0009655968782352473
442,H2AZ081512014,"DOLGOS, STEPHEN                                                                                                                                                                                         ",OTH,0,
443,H2AZ081512012,"DOLGOS, STEPHEN                                                                                                                                                                                         ",OTH,0,
444,H2AZ090192014,"SINEMA, KYRSTEN                                                                                                                                                                                         ",DEM,1,0.002294536911682727
445,H2AZ090192012,"SINEMA, KYRSTEN                                                                                                                                                                                         ",DEM,1,0.0021004220753364656
446,H2AZ090352014,"ROGERS, WENDY                                                                                                                                                                                           ",REP,0,0.001025324520187943
447,H2AZ090352012,"ROGERS, WENDY                                                                                                                                                                                           ",REP,0,3.981842796846381e-05
448,H2CA001042014,"LOWENTHAL, ALAN                                                                                                                                                                                         ",DEM,1,0.0003434339412280003
449,H2CA001042012,"LOWENTHAL, ALAN                                                                                                                                                                                         ",DEM,1,0.0010452337341721749
450,H2CA001202012,"BROWNLEY, JULIA                                                                                                                                                                                         ",DEM,1,0.0039420243688779175
451,H2CA001202014,"BROWNLEY, JULIA                                                                                                                                                                                         ",DEM,1,0.0028470175997451627
452,H2CA021422012,"LAMALFA, DOUG                                                                                                                                                                                           ",REP,1,0.0006570040614796527
453,H2CA021422014,"LAMALFA, DOUG                                                                                                                                                                                           ",REP,1,0.0002588197817950147
454,H2CA041142012,"UPPAL, JACK                                                                                                                                                                                             ",DEM,0,6.470494544875368e-05
455,H2CA050952012,"LOFTIN, JOSEPH R                                                                                                                                                                                        ",REP,0,4.977303496057977e-06
456,H2CA062592012,"HUFFMAN, JARED                                                                                                                                                                                          ",DEM,1,
457,H2CA062592014,"HUFFMAN, JARED MR                                                                                                                                                                                       ",DEM,1,0.0005375487775742614
458,H2CA062912012,"MCCRAY, JOSEPH SR                                                                                                                                                                                       ",REP,0,
459,H2CA062912014,"MCCRAY, JOSEPH SR                                                                                                                                                                                       ",REP,0,
460,H2CA081642014,"COOK, PAUL                                                                                                                                                                                              ",REP,1,0.00036334315521223225
461,H2CA081642012,"COOK, PAUL                                                                                                                                                                                              ",REP,1,0.0005226168670860874
462,H2CA101452012,"HERNANDEZ, JOSE M                                                                                                                                                                                       ",DEM,0,0.002170104324281277
463,H2CA111352012,"GILL, RICKY                                                                                                                                                                                             ",REP,0,0.0044198455044994825
464,H2CA130992012,"SINGLETON, MARILYN M                                                                                                                                                                                    ",UNK,0,3.981842796846381e-05
465,H2CA141392012,"BACIGALUPI, DEBBIE                                                                                                                                                                                      ",REP,0,9.456876642510156e-05
466,H2CA150942012,"SWALWELL, ERIC MICHAEL                                                                                                                                                                                  ",DEM,1,0.0015977144222346102
467,H2CA150942014,"SWALWELL, ERIC MICHAEL                                                                                                                                                                                  ",DEM,1,0.0007515728279047543
468,H2CA160922012,"WHELAN, BRIAN                                                                                                                                                                                           ",REP,0,0.0010850521621406386
469,H2CA161002012,"TACHERRA, JOHNNY                                                                                                                                                                                        ",REP,0,
470,H2CA161002014,"TACHERRA, JOHNNY                                                                                                                                                                                        ",REP,0,0.0008013458628653339
471,H2CA170902012,"LI, EVELYN                                                                                                                                                                                              ",REP,0,9.954606992115953e-06
472,H2CA191122012,"MURRAY, ROBERT                                                                                                                                                                                          ",REP,0,1.9909213984231906e-05
473,H2CA191122014,"MURRAY, ROBERT                                                                                                                                                                                          ",DEM,0,
474,H2CA191122012,"MURRAY, ROBERT                                                                                                                                                                                          ",REP,1,1.9909213984231906e-05
475,H2CA191122014,"MURRAY, ROBERT                                                                                                                                                                                          ",DEM,1,
476,H2CA200942012,"VALADAO, DAVID                                                                                                                                                                                          ",REP,1,0.0009655968782352473
477,H2CA200942014,"VALADAO, DAVID                                                                                                                                                                                          ",REP,1,0.0022149000557457987
478,H2CA221402012,"LEE, OTTO                                                                                                                                                                                               ",DEM,0,0.0005972764195269571
479,H2CA231062012,"MALDONADO, ABEL                                                                                                                                                                                         ",REP,0,0.002309468822170901
480,H2CA231142012,"MITCHUM, CHRISTOPHER                                                                                                                                                                                    ",REP,0,
481,H2CA231142014,"MITCHUM, CHRISTOPHER                                                                                                                                                                                    ",REP,0,0.0004977303496057977
482,H2CA231222012,"PHILLIPS, TERRY                                                                                                                                                                                         ",IND,0,0.00015429640837779724
483,H2CA250362012,"MCKEON, HOWARD P. 'BUCK'                                                                                                                                                                                ",REP,1,0.0011497571075893926
484,H2CA250362014,"MCKEON, HOWARD P ""BUCK""                                                                                                                                                                                 ",REP,1,3.4841124472405826e-05
485,H2CA251432012,"ROGERS, LEE C                                                                                                                                                                                           ",DEM,0,0.0007266863104244645
486,H2CA251432014,"ROGERS, LEE C.                                                                                                                                                                                          ",DEM,0,8.46141594329856e-05
487,H2CA260262012,"BERMAN, HOWARD L                                                                                                                                                                                        ",DEM,1,0.0035985904276499164
488,H2CA261092012,"STRICKLAND, ANTHONY A.                                                                                                                                                                                  ",REP,1,0.002050649040375886
489,H2CA261092014,"STRICKLAND, ANTHONY A                                                                                                                                                                                   ",REP,1,0.0011696663215736245
490,H2CA261092012,"STRICKLAND, ANTHONY A.                                                                                                                                                                                  ",REP,0,0.002050649040375886
491,H2CA261092014,"STRICKLAND, ANTHONY A                                                                                                                                                                                   ",REP,0,0.0011696663215736245
492,H2CA271982012,"ORSWELL, JACK                                                                                                                                                                                           ",REP,0,0.00032352472724376835
493,H2CA271982014,"ORSWELL, JACK                                                                                                                                                                                           ",REP,0,0.00032352472724376835
494,H2CA280972012,"HERNANDEZ, DAVID RAYMOND                                                                                                                                                                                ",REP,0,
495,H2CA281132012,"CARDENAS, TONY                                                                                                                                                                                          ",DEM,1,0.00037329776220434817
496,H2CA281132014,"CARDENAS, TONY                                                                                                                                                                                          ",DEM,1,0.000622162937007247
497,H2CA301432012,"BECERRA, XAVIER                                                                                                                                                                                         ",DEM,1,0.0006570040614796527
498,H2CA301432014,"BECERRA, XAVIER                                                                                                                                                                                         ",DEM,1,0.0005674125985506092
499,H2CA311252012,"AGUILAR, PETE                                                                                                                                                                                           ",DEM,1,0.00010452337341721748
500,H2CA311252014,"AGUILAR, PETE                                                                                                                                                                                           ",DEM,1,0.0017470335271163493
501,H2CA311332012,"DUTTON, ROBERT BOB                                                                                                                                                                                      ",REP,1,0.0003782750657004062
502,H2CA330482012,"ROYBAL-ALLARD, LUCILLE                                                                                                                                                                                  ",DEM,1,0.00017918292585808712
503,H2CA330482014,"ROYBAL-ALLARD, LUCILLE                                                                                                                                                                                  ",DEM,1,0.00028868360277136264
504,H2CA331472012,"BLOOMFIELD, BILL                                                                                                                                                                                        ",IND,0,0.0007764593453850442
505,H2CA331472014,"BLOOMFIELD, BILL                                                                                                                                                                                        ",IND,0,
506,H2CA340612012,"SMITH, STEPHEN C.                                                                                                                                                                                       ",REP,0,
507,H2CA351182012,"MCLEOD, GLORIA NEGRETE                                                                                                                                                                                  ",DEM,1,0.00019411483634626102
508,H2CA351182014,"MCLEOD, GLORIA NEGRETE                                                                                                                                                                                  ",DEM,1,4.977303496057977e-06
509,H2CA364392012,"RUIZ, RAUL DR.                                                                                                                                                                                          ",DEM,1,0.0027474715298240024
510,H2CA364392014,"RUIZ, RAUL DR.                                                                                                                                                                                          ",DEM,1,0.0029614955801544954
511,H2CA370232012,"CALVERT, KENNETH S                                                                                                                                                                                      ",REP,1,0.0005972764195269571
512,H2CA370232014,"CALVERT, KEN                                                                                                                                                                                            ",REP,1,0.00048279843911762366
513,H2CA372702012,"OSBORNE, MORGAN                                                                                                                                                                                         ",REP,0,
514,H2CA382372012,"CAMPOS, BENJAMIN                                                                                                                                                                                        ",REP,0,4.977303496057977e-06
515,H2CA382372014,"CAMPOS, BENJAMIN                                                                                                                                                                                        ",REP,0,9.954606992115953e-06
516,H2CA390782012,"SANCHEZ, LINDA                                                                                                                                                                                          ",DEM,1,0.0001841602293541451
517,H2CA390782014,"SANCHEZ, LINDA                                                                                                                                                                                          ",DEM,1,0.0002289559608186669
518,H2CA391362012,"CHEN, JAY                                                                                                                                                                                               ",DEM,0,0.0010004380027076529
519,H2CA411162012,"IMUS, GREGG                                                                                                                                                                                             ",REP,1,0.00021402405033049297
520,H2CA432452012,"TAKANO, MARK                                                                                                                                                                                            ",DEM,1,0.001627578243210958
521,H2CA432452014,"TAKANO, MARK                                                                                                                                                                                            ",DEM,1,0.0011845982320617982
522,H2CA433772012,"TAVAGLIONE, JOHN F                                                                                                                                                                                      ",REP,0,0.001244325874014494
523,H2CA433852012,"FLORES, BOB                                                                                                                                                                                             ",DEM,1,4.977303496057977e-06
524,H2CA461072012,"HAYDEN, GERARD P                                                                                                                                                                                        ",REP,0,0.0003384566377319424
525,H2CA471052012,"DELONG, GARY                                                                                                                                                                                            ",REP,0,0.0017221470096360596
526,H2CA480872012,"KANG, SUKHEE                                                                                                                                                                                            ",DEM,0,0.0007665047383929282
527,H2CA480952012,"VARASTEH, RON                                                                                                                                                                                           ",DEM,0,4.977303496057977e-06
528,H2CA492182012,"TETALMAN, JERRY                                                                                                                                                                                         ",DEM,0,0.0002538424782989568
529,H2CA500262012,"VARGAS, JUAN C.                                                                                                                                                                                         ",DEM,1,0.00047284383212550774
530,H2CA500262014,"VARGAS, JUAN C.                                                                                                                                                                                         ",DEM,1,9.456876642510156e-05
531,H2CA501582012,"SECOR, DAVID B                                                                                                                                                                                          ",DEM,0,
532,H2CA501662014,"KIMBER, JAMES HARVEY                                                                                                                                                                                    ",DEM,0,1.9909213984231906e-05
533,H2CA520892012,"PETERS, SCOTT                                                                                                                                                                                           ",DEM,1,0.002025762522895596
534,H2CA520892014,"PETERS, SCOTT                                                                                                                                                                                           ",DEM,1,0.0031456558095086405
535,H2CO011242012,"STROUD, DANNY E                                                                                                                                                                                         ",REP,0,3.981842796846381e-05
536,H2CO011242014,"STROUD, DANNY E                                                                                                                                                                                         ",IND,0,
537,H2CO011402012,"ATWOOD, FRANK                                                                                                                                                                                           ",LIB,0,
538,H2CO011402014,"ATWOOD, FRANK                                                                                                                                                                                           ",LIB,0,
539,H2CO021222014,"OLSEN, NORM                                                                                                                                                                                             ",LIB,0,
540,H2CO021482012,"LUNDBERG, KEVIN                                                                                                                                                                                         ",REP,0,0.0005773672055427253
541,H2CO021552012,"LUALLIN, RANDY                                                                                                                                                                                          ",LIB,0,
